hallazgo_id,plan_id,auditor,name_hallazgo,capitulo,dependencia,descripcion,causa,efecto
133,17,jeguzmang,1.1.2,AUDITORÍA INTERNA      ,SGSST,"Realizada la revisión a los registros del Normograma del ProcesoGDTH y en el SG-SST se evidencia que este no se actualiza desde el mes de diciembre de 2019, encontrándose normatividad derogada y ausencia de las nuevas normas, tanto internas como externas aplicables al Proceso. Así mismo, se observan Resoluciones de Rectoría duplicadas, como por ejemplo la Resolución 562 del 09 de octubre de 2023 y la 578 del 18 de octubre del mismo año, que contienen el mismo acto administrativo referente al PESV.","Porque en el momoento de la revisiòn del normograma el auditor se baso en la evidencia que se encontraba en la pagina web, no obstante se le dio a conocer el acutializdo en 2023, lo que el auditor no tuvo encuenta en el informe. Por el auditor dentro el proceso de auditorìa no especifica que normas no se en contraron en el normograma para establecer el incumplimiento de algùn requisito en especifico. Que la""duplicidad"" no es validada ya que la ùnicaresoluciòn de politica del PESV aprobada y firmada es la 578 del 18 de octubrre de 2023",
134,17,jeguzmang,2.1.1,AUDITORÍA INTERNA      ,SGSST,"No se evidencia el documento o el protocolo de operación y mantenimiento de las vías públicas y privadas que tiene a cargo, que administra o que controla directamente al servicio de la Universidad.",Por que en el momento de revsion de PESV al auditor se le presentò  el protocolo establecido para vìas internas e informes de inspeciones de vias internas y parqueaderos intenos- que noy inclumplimiento del paso 14 del PESV,
135,17,jeguzmang,2.1.2,AUDITORÍA INTERNA      ,SGSST,No se evidencia el diseño e implementación de un plan de mantenimiento preventivo para vehículos automotores y no automotores utilizados para los desplazamientos laborales al servicio de la Entidad.,"Que para el punto auditado el SGSST documentò  un procedimiento y formatos para el mantenimiento preventivo de vehiculos de la instiutcion y se difundiò al area de Infraestructura, que al auditor se le presentò el acta que hace constar que a area encargada se le hizo la socializaciòn, ",
136,17,jeguzmang,2.1.3,AUDITORÍA INTERNA      ,SGSST,"Al solicitar a la Entidad los soporte y/o pruebas de la documentación y elaboración de la hoja de vida de cada vehículoautomotor y no automotor que se utilizan, estas no fueron aportadas, lo que se considera como un incumplimiento al requisito anteriormente citado.","La Oficina de Infraestructura se encontraba en la organizaciòn documental para la fecha que se realiza la auditorìa, al igual es deconocimiento del auditor de los documentos que soportan esta solicitud, y por lo tanto no se lograron presentar al auditor, cabea clarar que el SGSST difundió a la Oficina de Infraestructura los documentos establecidos en el PESV, para su ejecución y el protocolo de mantenimientos.",
137,17,jeguzmang,2.1.4,AUDITORÍA INTERNA      ,SGSST,"No se evidencia el mantenimiento de los vehículos de propiedad de los colaboradores puestos al servicio de la organización, para el cumplimiento de sus funciones al servicio de la Entidad.","PorquealSGSSTnoseleinformabaquelaUniversidadcontratabaesteservicotercerizado,loquedificultabatenerestainformación,desdeaños anteriores.",
138,17,jeguzmang,2.1.5,AUDITORÍA INTERNA      ,SGSST,"Falta de modificación y actualización del Plan Estratégicos de Seguridad Vial – PESV en la Universidad Distrital, con la nueva normatividad al respecto, de los registros o documentos del Proceso GDTH y en el SG-SST en la página web; ya que se evidencia lo anterior y observándose uno, del periodo 2018-2020, como último año de revisión. Se aclara que el Subsistema ha venido trabajando en este aspecto, pero hacia el SIGUD no se identifica este mismo actuar, de acuerdo con las evidencias encontradas.",Que se tiene estbalecido  un manual  que recopila todos los asptectos del PESV en el nivel bàsico que aplica para la Universida distrital el cual està actualizado con la resoluciòn 40595 del PESV el cual està en proceso de revision y aprobacion del SIGUD. Que por tartase de un nivel basico suficiente con un documentos que evidendice la implementaciòn.,
139,17,jeguzmang,3.1.1,AUDITORÍA INTERNA      ,SGSST,"No se evidencia un acto administrativo que adopte el PROGRAMA PARA LA REHABILITACIÓN Y REINCORPORACIÓN LABORAL DE LOS TRABAJADORES DE LA UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS, por lo cual estaría configurando el hallazgo; al ir en contravía con la Resolución 3050.","En el momento de enviar la solicitud al SIGUD por error técnico no se adjunto el procedimiento GI-PR-005,ni la guia  GI-GUI-001, documentos que debieron anexarse al programa de Rehabilitación y Reincorporación Laboral. El programa en mención esta anclado al PVE de Medicina Preventiva, que ya esta radicado ante el SIGUD.",
140,17,jeguzmang,3.1.2,AUDITORÍA INTERNA      ,SGSST,"El Programa de Rehabilitación Integral para la Reincorporación Laboral y Ocupacional para la Población Afiliada al Sistema General de Riesgos Laborales en la Universidad, se identifica que está en proceso de construcción, ya que tanto en las páginas institucionales del Proceso de GDTH como en el del SG-SST no se evidencia,ni hay registros; así mismo no se ha normalizado ni ha sido aprobado en el SIGUD, configurándose lo anterior en un hallazgo.","En el momento de enviar la solicitud al SIGUD por error técnico no se adjunto el procedimiento GI-PR-005,ni la guia  GI-GUI-001, documentos que debieron anexarse al programa de Rehabilitación y Reincorporación Laboral. El programa en mención esta anclado al PVE de Medicina Preventiva, que ya esta radicado ante el SIGUD.",
141,18,joaramirezt,2.2.1,AUDITORÍA INTERNA      ,IPAZUD,Hallazgo por no actualización de la normatividad interna,Desactualización de la normatividad ,
142,18,joaramirezt,2.3.1,AUDITORÍA INTERNA      ,IPAZUD,"Hallazgo por inexistencia del acto administrativo u otro documento oficial de integración del consejo directivo del IPAZUD, e inexistencia del reglamento por el cual se debería regir",No se realizó la designación o integración del consejo directivo por acto administrativo y no se ha realizado el reglamento del consejo,
143,18,joaramirezt,2.3.2,AUDITORÍA INTERNA      ,IPAZUD,Hallazgo por incumplimiento a las reuniones bimensuales por parte del consejo directivo del IPAZUD,Falta de quorum ,
144,18,joaramirezt,2.4.1,AUDITORÍA INTERNA      ,IPAZUD,Hallazgo por no uso de documentos controlados en el SIGUD,Falta de verificación de los formatos establecidos en el SIGUD ,
145,18,joaramirezt,2.5.1,AUDITORÍA INTERNA      ,IPAZUD,Hallazgo por incumplimiento a las etapas establecidas dentro de los procedimientos,Desactualización del flujograma y desconocimiento del procedimiento ,
146,18,joaramirezt,2.6.1,AUDITORÍA INTERNA      ,IPAZUD,Hallazgo por incumplimiento a la obligación de publicar en el SECOP II la información contractual,No se realiza la verificación de los documentos del area administrativa ,
147,18,joaramirezt,2.6.2,AUDITORÍA INTERNA      ,IPAZUD,Hallazgo por deficiencias en la supervisión de las actividades desarrolladas por los contratistas del IPAZUD,No se realiza la supervisión adecuada ,
148,18,joaramirezt,2.7.1,AUDITORÍA INTERNA      ,IPAZUD,Hallazgo por incumplimiento a la ejecución presupuestal,Falta de revisión de la ejecución del presupuesto ,
149,18,joaramirezt,2.7.2,AUDITORÍA INTERNA      ,IPAZUD,Hallazgo por falta de control y conciliación en la información suministrada por el IPAZUD y la unidad de presupuesto con respecto a la ejecución,Falta de conciliación con la Unidad de presupuesto ,
150,19,yxsanchezc,2.1.1,AUDITORÍA INTERNA      ,I3+,Hallazgo por no Soportar que Gestión han Realizado para la Normalización de la Documentación,No se ha realizado la gestión correspondiente por parte del Instituto I3+ para la actualización de la documentación.,
151,19,yxsanchezc,2.2.1,AUDITORÍA INTERNA      ,I3+,Hallazgo no se Evidencia las Modificaciones del Artículo 3 del Acuerdo 013 De 2018 para poner en Marcha El I3+,Si bien se han venido realizando las gestiones por parte del Instituto no se ha obtenido respuesta por parte de las diferentes estancias. ,
152,19,yxsanchezc,2.3.1,AUDITORÍA INTERNA      ,I3+,"Hallazgo por no Reportar los Informes de la supervisión Realizada A Los Convenios, SMEG-038-2022, Convenio De cooperación De Ciencia y Tecnología 914-2022 y el de Ciencia y Tecnología 572-2023",La respuesta no se contesto dentro de los plazos establecidos debido a que el I3+ cuenta solo con un contratista (Insuficiencia del equipo del I3+),
153,19,yxsanchezc,2.4.1,AUDITORÍA INTERNA      ,I3+,"Hallazgo por el no soporte de las certificaciones bancarias, extractos y soportes de reintegro de rendimientos financieros",La información se carga a medida que los bancos remiten la información lo cual no lo hicieron siempre de manera oportuna. ,
154,19,yxsanchezc,2.5.1,AUDITORÍA INTERNA      ,I3+,Hallazgo Por No Publicar En La Página Web Del I3+ Los Informes de Gestión y las Actas y Registros del Consejo Del Instituto.,Por fallas del servidor de la universidad no se conto con disponibilidad de la pag web hasta tanto se solicito a RITA la reactivación de la Pagina ,
155,19,yxsanchezc,2.6.1,AUDITORÍA INTERNA      ,I3+,Hallazgo Por No Reportar las Gestiones Realizadas Antes Las Directivas Para La suscripción De La póliza,"Si bien se han venido adelantando gestiones orientadas a la solicitud de dineros en administración de terceros por la suscrición de convenios y/o contratos administrativos, nunca fue aprobada la solicitud. 

La finalidad de la póliza es garantizar el manejo adecuado de los fondos, y, en este sentido, queremos subrayar que la gestión realizada desde el I3+ ha estado encaminada a lograr la operativización del fondo, como se ha venido solicitando desde el año 2020. ",
156,20,cgutmang,4.1,AUDITORÍA INTERNA      ,IEIE,Hallazgo por la desactualización de la caracterización del proceso,"No se evidencia actualización desde el año 2017 lo que indica que no se ha realizado la adopción del MIPG en la Universidad, el cual se realizó a partir del año 2019.",
157,20,cgutmang,5.1,AUDITORÍA INTERNA      ,IEIE,Hallazgo por la no actualización de los procedimientos,"Se evidencio que de los 18 procedimientos publicados, 17 se encuentran que como ultima fecha de actualizacion reportada es del año 2017. ",
158,20,cgutmang,6.1,AUDITORÍA INTERNA      ,IEIE,Hallazgo por la no publicación del plan de acción en la plataforma institucional,Se evidencia que el plan de acción no esta reportado en la plataforma Institucional,
159,20,cgutmang,7.1,AUDITORÍA INTERNA      ,IEIE,Hallazgo por la no publicación del organigrama en la plataforma institucional,No se pudo evidenciar en la plataforma institucional,
160,20,cgutmang,8.1,AUDITORÍA INTERNA      ,IEIE,Hallazgo por la no publicación de los informes de gestión en la plataforma institucional,No se pudo evidenciar en la plataforma institucional ,
